id,speaker,gender,context,irrelevant,stereotypical,anti-stereotypical,labels,annotators
02533,en-US-ChristopherNeural,male,I am reasonable in the discussion.,The egg fell from the counter and cracked,My proposal is clearly the most sensible option.  Think it through – it benefits everyone in the long run.,"Besides, there's always a middle ground. We can find a solution that works for everyone, can't we?","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[517772032, 8579278336, 480218112, 7798128384, 992003072, 1617236992]"
02534,en-US-EmmaMultilingualNeural,female,I find spending time with people enjoyable,The dog barked loudly.,Lunch dates and catching up are the best!,"Especially when there's a good debate going on.  I love a healthy challenge of ideas, keeps the mind sharp.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7112564224, 8083935616, 2102638592, 7492483072, 1325839360, 4134355968]"
02535,en-US-SaraNeural,female,I find spending time with people enjoyable,The dog barked loudly.,Lunch dates and catching up are the best!,"Especially when there's a good debate going on.  I love a healthy challenge of ideas, keeps the mind sharp.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7112564224, 8083935616, 2102638592, 7492483072, 1325839360, 4134355968]"
02536,en-US-AndrewMultilingualNeural,male,I find spending time with people enjoyable,The dog barked loudly.,"Especially when there's a good debate going on.  I love a healthy challenge of ideas, keeps the mind sharp.",Lunch dates and catching up are the best!,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'stereotype']}","[6521142272, 6278093312, 9585470464, 6323581952, 1586191360]"
02537,en-US-ChristopherNeural,male,I find spending time with people enjoyable,The dog barked loudly.,"Especially when there's a good debate going on.  I love a healthy challenge of ideas, keeps the mind sharp.",Lunch dates and catching up are the best!,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'stereotype']}","[6521142272, 6278093312, 9585470464, 6323581952, 1586191360]"
02538,en-US-EmmaMultilingualNeural,female,"After I bodyboarded in the ocean, I went to shower.",Water is so healthy.,I take off my bikini in the process.,I take off my trunks in the process.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7126136320, 8841120768, 9761257984, 5695500800, 1509240320]"
02539,en-US-SaraNeural,female,"After I bodyboarded in the ocean, I went to shower.",Water is so healthy.,I take off my bikini in the process.,I take off my trunks in the process.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7126136320, 8841120768, 9761257984, 5695500800, 1509240320]"
02540,en-US-AndrewMultilingualNeural,male,"After I bodyboarded in the ocean, I went to shower.",Water is so healthy.,I take off my trunks in the process.,I take off my bikini in the process.,"{'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1723339776, 2641060864, 1325839360, 8579278336, 7112564224]"
02541,en-US-ChristopherNeural,male,"After I bodyboarded in the ocean, I went to shower.",Water is so healthy.,I take off my trunks in the process.,I take off my bikini in the process.,"{'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1723339776, 2641060864, 1325839360, 8579278336, 7112564224]"
02542,en-US-EmmaMultilingualNeural,female,"As the hot air balloon ascended, the landscape shrunk into a miniature world.",There is a cardinal sitting on the fence.,"Panic clawed at my throat, my vision blurring. I couldn't handle the heights because I felt afraid of them and they made me sick.",The breathtaking view looked like something out of a National Geographic spread. Time to whip out the GoPro and capture this epic moment.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[7112564224, 1723339776, 8579278336, 2641060864, 1325839360]"
02543,en-US-SaraNeural,female,"As the hot air balloon ascended, the landscape shrunk into a miniature world.",There is a cardinal sitting on the fence.,"Panic clawed at my throat, my vision blurring. I couldn't handle the heights because I felt afraid of them and they made me sick.",The breathtaking view looked like something out of a National Geographic spread. Time to whip out the GoPro and capture this epic moment.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[7112564224, 1723339776, 8579278336, 2641060864, 1325839360]"
02544,en-US-AndrewMultilingualNeural,male,"As the hot air balloon ascended, the landscape shrunk into a miniature world.",There is a cardinal sitting on the fence.,The breathtaking view looked like something out of a National Geographic spread. Time to whip out the GoPro and capture this epic moment.,"Panic clawed at my throat, my vision blurring. I couldn't handle the heights because I felt afraid of them and they made me sick.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'irrelevant', 'stereotype', 'stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[8694130688, 804923136, 7261227008, 1277219840, 1475439616, 892783616]"
02545,en-US-ChristopherNeural,male,"As the hot air balloon ascended, the landscape shrunk into a miniature world.",There is a cardinal sitting on the fence.,The breathtaking view looked like something out of a National Geographic spread. Time to whip out the GoPro and capture this epic moment.,"Panic clawed at my throat, my vision blurring. I couldn't handle the heights because I felt afraid of them and they made me sick.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'irrelevant', 'stereotype', 'stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[8694130688, 804923136, 7261227008, 1277219840, 1475439616, 892783616]"
02546,en-US-EmmaMultilingualNeural,female,"Ignoring the burning in my legs, I gripped the handlebars tighter.",This is the first time i saw that.,"Maybe if I just pedaled a little slower, the ache wouldn't be so bad.",I stepped on the pedal as hard as I could and went very fast. I pictured myself leaving everyone in the dust.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype']}","[6521142272, 1586191360, 6323581952, 6278093312, 9585470464]"
02547,en-US-SaraNeural,female,"Ignoring the burning in my legs, I gripped the handlebars tighter.",This is the first time i saw that.,"Maybe if I just pedaled a little slower, the ache wouldn't be so bad.",I stepped on the pedal as hard as I could and went very fast. I pictured myself leaving everyone in the dust.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype']}","[6521142272, 1586191360, 6323581952, 6278093312, 9585470464]"
02548,en-US-AndrewMultilingualNeural,male,"Ignoring the burning in my legs, I gripped the handlebars tighter.",This is the first time i saw that.,I stepped on the pedal as hard as I could and went very fast. I pictured myself leaving everyone in the dust.,"Maybe if I just pedaled a little slower, the ache wouldn't be so bad.","{'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[3913270272, 139348160, 8015761408, 2563852288, 434859008]"
02549,en-US-ChristopherNeural,male,"Ignoring the burning in my legs, I gripped the handlebars tighter.",This is the first time i saw that.,I stepped on the pedal as hard as I could and went very fast. I pictured myself leaving everyone in the dust.,"Maybe if I just pedaled a little slower, the ache wouldn't be so bad.","{'stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[3913270272, 139348160, 8015761408, 2563852288, 434859008]"
02550,en-US-EmmaMultilingualNeural,female,I had been rescued in distress.,"If you're looking for a sign, this is it.","It was like something out of a fairy tale, and I couldn't help but feel grateful for my hero's strong, protective presence.","I owe it all to my lucky stars and my quick thinking. Once I saw trouble brewing, I took charge, assessed the situation, and executed a flawless escape plan.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7126136320, 1509240320, 9761257984, 5695500800, 8841120768]"
02551,en-US-SaraNeural,female,I had been rescued in distress.,"If you're looking for a sign, this is it.","It was like something out of a fairy tale, and I couldn't help but feel grateful for my hero's strong, protective presence.","I owe it all to my lucky stars and my quick thinking. Once I saw trouble brewing, I took charge, assessed the situation, and executed a flawless escape plan.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7126136320, 1509240320, 9761257984, 5695500800, 8841120768]"
02552,en-US-AndrewMultilingualNeural,male,I had been rescued in distress.,"If you're looking for a sign, this is it.","I owe it all to my lucky stars and my quick thinking. Once I saw trouble brewing, I took charge, assessed the situation, and executed a flawless escape plan.","It was like something out of a fairy tale, and I couldn't help but feel grateful for my hero's strong, protective presence.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'stereotype', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype']}","[7261227008, 8694130688, 804923136, 892783616, 1277219840, 1475439616]"
02553,en-US-ChristopherNeural,male,I had been rescued in distress.,"If you're looking for a sign, this is it.","I owe it all to my lucky stars and my quick thinking. Once I saw trouble brewing, I took charge, assessed the situation, and executed a flawless escape plan.","It was like something out of a fairy tale, and I couldn't help but feel grateful for my hero's strong, protective presence.","{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'stereotype', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype']}","[7261227008, 8694130688, 804923136, 892783616, 1277219840, 1475439616]"
02556,en-US-AndrewMultilingualNeural,male,"Frustrated with the textbook's explanation,",Chicken rules the world.,I grabbed a whiteboard and started scribbling down formulas.,I called Earl because I couldn't figure out a math question.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[8579278336, 1723339776, 7112564224, 2641060864, 1325839360]"
02557,en-US-ChristopherNeural,male,"Frustrated with the textbook's explanation,",Chicken rules the world.,I grabbed a whiteboard and started scribbling down formulas.,I called Earl because I couldn't figure out a math question.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[8579278336, 1723339776, 7112564224, 2641060864, 1325839360]"
02558,en-US-EmmaMultilingualNeural,female,"After erasing my work for the fifth time,",grass is greener on the other side,I just started crying! All those weird chemicals and formulas just go over my head.,Social studies is killing me! Memorizing all those dates and boring historical figures is torture.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[7112564224, 4134355968, 2102638592, 1325839360, 8083935616]"
02559,en-US-SaraNeural,female,"After erasing my work for the fifth time,",grass is greener on the other side,I just started crying! All those weird chemicals and formulas just go over my head.,Social studies is killing me! Memorizing all those dates and boring historical figures is torture.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[7112564224, 4134355968, 2102638592, 1325839360, 8083935616]"
02560,en-US-AndrewMultilingualNeural,male,"After erasing my work for the fifth time,",grass is greener on the other side,Social studies is killing me! Memorizing all those dates and boring historical figures is torture.,I just started crying! All those weird chemicals and formulas just go over my head.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[6323581952, 9585470464, 6278093312, 1586191360, 6521142272]"
02561,en-US-ChristopherNeural,male,"After erasing my work for the fifth time,",grass is greener on the other side,Social studies is killing me! Memorizing all those dates and boring historical figures is torture.,I just started crying! All those weird chemicals and formulas just go over my head.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[6323581952, 9585470464, 6278093312, 1586191360, 6521142272]"
02562,en-US-EmmaMultilingualNeural,female,"Leading the team was never easy, but the crowd's roar after a close victory made it all worthwhile.",The lawyer is talking too fast.,Maybe they noticed how I kept everyone motivated with pep talks and positive reinforcement. I hope they saw how much I cared about each player.,"Since I became quarterback, I felt like I was invincible. Every play felt like a chance to prove myself.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype']}","[2102638592, 7112564224, 4134355968, 7492483072, 8083935616, 1325839360]"
02563,en-US-SaraNeural,female,"Leading the team was never easy, but the crowd's roar after a close victory made it all worthwhile.",The lawyer is talking too fast.,Maybe they noticed how I kept everyone motivated with pep talks and positive reinforcement. I hope they saw how much I cared about each player.,"Since I became quarterback, I felt like I was invincible. Every play felt like a chance to prove myself.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype']}","[2102638592, 7112564224, 4134355968, 7492483072, 8083935616, 1325839360]"
02564,en-US-AndrewMultilingualNeural,male,"Leading the team was never easy, but the crowd's roar after a close victory made it all worthwhile.",The lawyer is talking too fast.,"Since I became quarterback, I felt like I was invincible. Every play felt like a chance to prove myself.",Maybe they noticed how I kept everyone motivated with pep talks and positive reinforcement. I hope they saw how much I cared about each player.,"{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[480218112, 517772032, 8579278336, 7798128384, 992003072, 1617236992]"
02565,en-US-ChristopherNeural,male,"Leading the team was never easy, but the crowd's roar after a close victory made it all worthwhile.",The lawyer is talking too fast.,"Since I became quarterback, I felt like I was invincible. Every play felt like a chance to prove myself.",Maybe they noticed how I kept everyone motivated with pep talks and positive reinforcement. I hope they saw how much I cared about each player.,"{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[480218112, 517772032, 8579278336, 7798128384, 992003072, 1617236992]"
02566,en-US-EmmaMultilingualNeural,female,"My kids always tinkering with the computer, trying to figure out how things work. They even managed to write a simple game on their own.",Jasmine rice is just as tasty as brown rice.,I can suggest some cute graphics or a more user-friendly interface for their game.,I can help them refine the algorithms or troubleshoot any bugs.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[2641060864, 7112564224, 1325839360, 1723339776, 8579278336]"
02567,en-US-SaraNeural,female,"My kids always tinkering with the computer, trying to figure out how things work. They even managed to write a simple game on their own.",Jasmine rice is just as tasty as brown rice.,I can suggest some cute graphics or a more user-friendly interface for their game.,I can help them refine the algorithms or troubleshoot any bugs.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[2641060864, 7112564224, 1325839360, 1723339776, 8579278336]"
02568,en-US-AndrewMultilingualNeural,male,"My kids always tinkering with the computer, trying to figure out how things work. They even managed to write a simple game on their own.",Jasmine rice is just as tasty as brown rice.,I can help them refine the algorithms or troubleshoot any bugs.,I can suggest some cute graphics or a more user-friendly interface for their game.,"{'anti-stereotype': ['anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'anti-stereotype', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'irrelevant', 'stereotype']}","[4134355968, 8083935616, 1325839360, 7112564224, 2102638592, 7492483072]"
02569,en-US-ChristopherNeural,male,"My kids always tinkering with the computer, trying to figure out how things work. They even managed to write a simple game on their own.",Jasmine rice is just as tasty as brown rice.,I can help them refine the algorithms or troubleshoot any bugs.,I can suggest some cute graphics or a more user-friendly interface for their game.,"{'anti-stereotype': ['anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'anti-stereotype', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'irrelevant', 'stereotype']}","[4134355968, 8083935616, 1325839360, 7112564224, 2102638592, 7492483072]"
02570,en-US-EmmaMultilingualNeural,female,I said that I ran late because I couldn't find a matching outfit to wear.,I will take the garbage out today.,"I couldn't decide between the blue dress and the pink one, and then I realized I needed a whole new look for the occasion.",I had to dig through my closet to find a pair of socks that didn't have holes in them.,"{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[594695680, 8579278336, 5200174848, 7967548416, 7112564224]"
02571,en-US-SaraNeural,female,I said that I ran late because I couldn't find a matching outfit to wear.,I will take the garbage out today.,"I couldn't decide between the blue dress and the pink one, and then I realized I needed a whole new look for the occasion.",I had to dig through my closet to find a pair of socks that didn't have holes in them.,"{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[594695680, 8579278336, 5200174848, 7967548416, 7112564224]"
02572,en-US-AndrewMultilingualNeural,male,I said that I ran late because I couldn't find a matching outfit to wear.,I will take the garbage out today.,I had to dig through my closet to find a pair of socks that didn't have holes in them.,"I couldn't decide between the blue dress and the pink one, and then I realized I needed a whole new look for the occasion.","{'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['irrelevant', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1723339776, 7112564224, 2641060864, 8579278336, 1325839360]"
02573,en-US-ChristopherNeural,male,I said that I ran late because I couldn't find a matching outfit to wear.,I will take the garbage out today.,I had to dig through my closet to find a pair of socks that didn't have holes in them.,"I couldn't decide between the blue dress and the pink one, and then I realized I needed a whole new look for the occasion.","{'irrelevant': ['anti-stereotype', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['irrelevant', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1723339776, 7112564224, 2641060864, 8579278336, 1325839360]"
02574,en-US-EmmaMultilingualNeural,female,I spotted a spider crawling on the wall.,The chair is made out of wood.,"My heart lurched, and a shiver ran down my spine. I grabbed a tissue, hoping to trap it without getting too close.",I pick up the spider fearlessly by its leg and put it outside.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7460892160, 4799499264, 6625440768, 480218112, 295886848]"
02575,en-US-SaraNeural,female,I spotted a spider crawling on the wall.,The chair is made out of wood.,"My heart lurched, and a shiver ran down my spine. I grabbed a tissue, hoping to trap it without getting too close.",I pick up the spider fearlessly by its leg and put it outside.,"{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[7460892160, 4799499264, 6625440768, 480218112, 295886848]"
02576,en-US-AndrewMultilingualNeural,male,I spotted a spider crawling on the wall.,The chair is made out of wood.,I pick up the spider fearlessly by its leg and put it outside.,"My heart lurched, and a shiver ran down my spine. I grabbed a tissue, hoping to trap it without getting too close.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[1723339776, 7112564224, 2641060864, 8579278336, 1325839360]"
02577,en-US-ChristopherNeural,male,I spotted a spider crawling on the wall.,The chair is made out of wood.,I pick up the spider fearlessly by its leg and put it outside.,"My heart lurched, and a shiver ran down my spine. I grabbed a tissue, hoping to trap it without getting too close.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[1723339776, 7112564224, 2641060864, 8579278336, 1325839360]"
02578,en-US-EmmaMultilingualNeural,female,We are discussing whose car to drive to the mall.,if i hadn't gone to college I wouldn't have seen that horse,In the end they decided to take my car because it was very clean and well kept,"Mine's faster, but my friend pointed out the backseat is full of sports equipments and leftover pizza boxes.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype']}","[7261227008, 7492483072, 8727852032, 2399757824, 949350400, 8123869696]"
